ID,vPTS,vPGI,vPGM,vG6PDH,vPFK,vTA,vTKA,vTKB,vMURSyNTH,vALDO,vGAPDH,vTIS,vTRPSYNTH,vG3PDH,vPGK,vsersynth,vrpGluMu,vENO,vPK,vpepCxylase,vSynth1,vSynth2,vDAHPS,vPDH,vMethSynth,vPGDH,vR5PI,vRu5P,vPPK,vG1PAT,vG6P,vf6P,vfdP,vGAP,vDHAP,vPGP,vPG3,vpg2,vPEP,vRibu5p,vRIB5P,vXYL5P,vSED7P,vpyr,vPG,vE4P,vGLP,vEXTER
0,0.199973485451911,0.095796070349498,0.001422931654886,0.102686395089669,0.143152264394078,0.024173649781719,0.024182427246754,0.023928622582246,0.000367170220173,0.14315020253653,0.309899420434122,0.142789341659626,2.47E-05,0.000359176525791,0.309899298500563,0.099108795550639,0.210785959133732,0.210785120992575,0.007276773886955,0.001954787769623,0.001331144346991,0.01035907424127,0.000243300165708,0.196816745281045,2.04E-05,0.10268448453446,0.054569308875842,0.048115461063468,0.030380129056468,0.001409943246499,6.81E-05,1.17E-05,2.06E-06,2.22E-06,1.68E-06,1.22E-07,4.54E-06,8.38E-07,5.63E-06,1.73E-06,6.72E-06,2.42E-06,8.78E-06,0.000119546339483,1.91E-06,1.73E-06,1.30E-05,0.19997348545191
1,0.19946209299692,0.179634383728551,0.000191576753186,0.019579384035817,0.183642507217344,0.002124938818502,0.002136129789851,0.002124897546051,0.000115962052082,0.183642175238418,0.374226203701771,0.182655135665964,0.005792827882409,0.000986977224534,0.374226198463408,0.000128901362233,0.374096480666785,0.374096328266155,0.173712734187327,0.000528296004984,0.000392169159215,0.009318049012167,1.63E-08,0.386244643569335,0.01668150259508,0.019575894264275,0.015312450617136,0.004262466322668,0.013172858996754,0.000182720902829,5.67E-05,9.79E-06,3.32E-07,2.36E-08,6.23E-08,5.24E-09,8.16E-07,1.52E-07,1.02E-06,1.01E-06,3.46E-06,1.41E-06,1.12E-05,8.65E-05,3.49E-06,2.50E-08,8.86E-06,0.19946209299692
2,0.196876198679457,0.007577239479939,0.00036805453066,0.188825847643258,0.126612075942234,0.060280338081586,0.060296623005505,0.05949869347854,0.000363039063095,0.126611008030155,0.313395683601312,0.126540063876526,0.000730727490974,7.01E-05,0.313395675469908,0.009234124824319,0.304159371823698,0.304158969244856,0.018912525221569,0.087170899155934,0.000415990149784,0.007595689645437,0.000780647313603,0.210050968481683,0.001169525038889,0.188825438730655,0.069025743220269,0.119798148387814,0.008719139229638,0.000348292167729,0.000105057025588,1.81E-05,1.07E-06,1.09E-06,7.96E-07,8.13E-09,2.18E-06,4.03E-07,2.71E-06,2.31E-06,9.23E-06,2.82E-06,1.63E-05,4.23E-05,4.09E-07,9.97E-07,1.98E-05,0.196876198679457
3,0.200383283124097,0.161850508007577,0.001503568880025,0.036949671185867,0.183173104138963,0.011480155291991,0.011508230540564,0.011477440214601,0.000810709536078,0.183172765741283,0.37770698727681,0.182740371667667,0.000288656632636,0.000432150991634,0.377706964676944,0.040254595979908,0.337446279409348,0.33744520655781,0.014030093897887,0.101139015681041,0.021883521185364,0.018642214660631,2.37E-06,0.197203549608919,0.001168562533273,0.036840164463516,0.013851594572291,0.022986974021963,0.002337328941143,0.001491477667627,7.95E-05,1.36E-05,3.38E-07,3.22E-07,2.43E-07,2.26E-08,6.09E-06,1.07E-06,6.92E-06,1.60E-06,6.03E-06,1.30E-06,2.81E-05,2.48E-05,0.000109506722351,3.40E-07,1.21E-05,0.200383283124097
5,0.200105246968466,0.099189830270416,0.00011458127264,0.100697782962058,0.165785624648851,0.033456874154634,0.033465262029669,0.033313162449285,7.82E-05,0.165785535389349,0.365967207268681,0.165779648257889,0.001081083110213,5.38E-06,0.365967026570027,0.06400257208693,0.301915944359789,0.301910361626029,0.04552448908884,0.006942326116055,0.049157314678133,0.027702685505752,0.000143434804589,0.219535835021516,0.000627589755337,0.10068582909398,0.033898820500861,0.066782806572345,0.000432099938193,9.49E-05,0.000103052463523,1.78E-05,8.93E-08,6.10E-07,5.04E-07,1.81E-07,4.85E-05,5.58E-06,3.75E-05,4.21E-06,1.46E-06,4.38E-06,8.39E-06,9.99E-05,1.20E-05,2.77E-07,1.97E-05,0.200105246968466
10,0.200503259159472,-0.270578196865972,0.003467022838445,0.467581841447267,0.029170041337922,0.150637796636151,0.150640800909663,0.15056940076315,0.000726603191186,0.029162054489444,0.215163314396052,0.028271515356744,0.007163964760802,0.000885757505751,0.215163302036528,0.000535015064349,0.214627632551903,0.214627513349583,0.013626062368879,0.000396284972853,3.62E-05,0.227920270029964,6.50E-05,2.26E-08,0.006628466040436,0.467060490074713,0.165844446545593,0.301213746657922,0.015197389026887,0.003461020390878,3.26E-05,5.75E-06,7.99E-06,6.63E-06,4.78E-06,1.24E-08,6.54E-07,1.19E-07,6.67E-07,2.47E-06,6.25E-06,3.37E-06,3.00E-06,1.46E-06,0.000521351372554,3.37E-06,6.00E-06,0.200503259159472
11,0.20041802566944,0.183747259991017,0.008772843189728,0.007830163817267,0.170295999790938,-0.002247035209817,-0.002243126497426,-0.002622536872183,0.004285000018885,0.170276570823555,0.267525476458831,0.099078935088217,0.000798029759794,0.071189650716928,0.267525454022659,0.039377583184669,0.228141977930313,0.228140873780329,0.00556031929976,0.017939346879411,0.003843646318211,0.015853005788002,0.00037218379031,0.191469170663301,0.000578956379597,0.007827983575019,0.012687999970551,-0.004862337466075,0.014921859566515,0.00876202141298,6.78E-05,1.17E-05,1.94E-05,9.43E-06,7.99E-06,2.24E-08,5.89E-06,1.10E-06,7.35E-06,2.34E-06,9.25E-06,3.32E-06,3.91E-06,3.32E-05,2.18E-06,3.32E-06,1.08E-05,0.20041802566944
12,0.005112348395771,-0.000600916394059,2.43E-05,0.005683712138069,6.23E-05,0.00043248449569,0.002323139166001,0.000432469547169,0.000100413841918,6.23E-05,0.005248190935085,6.21E-05,0.002800694859935,2.20E-07,0.005248190892129,5.95E-06,0.005242229898202,0.005242229357838,2.48E-05,8.43E-05,2.07E-05,0.017222809861452,0,0.008994224299822,0.018335875547902,0.005683692403378,0.002927446757814,0.002755977779417,0.000603342253443,2.32E-05,5.30E-06,9.14E-07,0,0,0,0,8.20E-09,0,3.30E-09,2.70E-07,9.65E-07,3.68E-07,0.001890654670312,5.67E-05,1.97E-08,1.49E-08,1.04E-06,0.005112348395771
13,0.198295218438057,0.127158614197921,0.003149512202,0.06790970078696,0.131509074247981,0.003220778476203,0.003224553838826,0.00234532257804,0.000601146358616,0.131505359520449,0.269947160294249,0.11907297191489,0.017024156628195,0.012429111638233,0.269947144995242,0.000292669077939,0.269650453499478,0.269649700352158,0.001689779798342,0.000547476023241,0.068238050539703,0.048139054475908,0.00087419405194,0.195052216193227,0.026322552784545,0.067909667974259,0.062331637146174,0.005574628213232,0.059104028127054,0.003134713965273,7.74E-05,1.33E-05,3.71E-06,4.43E-06,3.28E-06,1.53E-08,4.02E-06,7.53E-07,4.98E-06,3.41E-06,3.05E-06,4.74E-06,3.78E-06,0.000140436980005,3.28E-08,1.26E-06,1.48E-05,0.198295218438057
14,0.20041574416754,0.173178138875159,0.001544389467288,0.025563292824676,0.165567325711333,0.000706704186114,0.000718843448976,-0.001585758345086,0.003354715663526,0.165564878708302,0.348988888337201,0.164063190986557,0.020937401572262,0.001499553099666,0.348988540145251,0.037830833929293,0.311064058867798,0.311046836115151,0.074984898865743,0.022558815040616,0.010691181912077,0.045310433736758,0.002290773005109,0.257709337004504,0.006787945729111,0.025514453850481,0.026374672046393,-0.000862997597312,0.025648162319175,0.001519112686881,0.000129923000422,2.23E-05,2.45E-06,2.96E-06,2.13E-06,3.48E-07,9.36E-05,1.72E-05,0.000105423124066,2.78E-06,7.67E-06,3.91E-06,1.21E-05,0.000106219593392,4.88E-05,1.69E-06,2.53E-05,0.20041574416754
