ID,vPTS,vPGI,vPGM,vG6PDH,vPFK,vTA,vTKA,vTKB,vMURSyNTH,vALDO,vGAPDH,vTIS,vTRPSYNTH,vG3PDH,vPGK,vsersynth,vrpGluMu,vENO,vPK,vpepCxylase,vSynth1,vSynth2,vDAHPS,vPDH,vMethSynth,vPGDH,vR5PI,vRu5P,vPPK,vG1PAT,vG6P,vf6P,vfdP,vGAP,vDHAP,vPGP,vPG3,vpg2,vPEP,vRibu5p,vRIB5P,vXYL5P,vSED7P,vpyr,vPG,vE4P,vGLP,vEXTER
686,0.198710436274466,0.178623063480781,0.000957750112356,0.019121187770138,0.19092157847025,0.006156126777435,0.006157681446552,0.006156076738842,6.12E-06,0.190921421684503,0.433625045466992,0.136246050559142,0.100299996715522,0.05467522994397,0.433625009376683,0.0347957965662,0.398820261319642,0.398818675274272,0.01498619404738,0.140829707486867,0.044290546417064,0.024499175006059,0,0.297851354889393,0.008523192693313,0.019120444180621,0.006784920188322,0.012324978564667,0.000585131499729,0.000956108725193,8.43E-06,1.45E-06,1.57E-07,5.49E-08,1.41E-07,3.61E-08,8.95E-06,1.59E-06,1.79E-06,1.06E-05,4.21E-05,1.12E-05,1.55E-06,0.000169289835228,7.44E-07,5.00E-08,1.64E-06,0.198710436274466
691,0.200504109341313,0.189218885105711,1.97E-05,0.011165292783051,0.174080272086807,2.28E-05,2.99E-05,2.06E-05,0.007582358529105,0.174080257777913,0.265939471627003,0.091493398538498,0.00033834198638,0.082586657871429,0.265938822838594,0.001521663909324,0.264249815684852,0.264218491132145,0.00184559904291,0.022352491511755,0.039472923424275,0.202727083350522,2.11E-06,5.25E-05,0.000100361636109,0.011163530406135,0.011010455053292,0.00011034972399,0.010980479948786,1.63E-07,0.000100183508383,1.73E-05,1.43E-08,2.78E-07,2.01E-07,6.49E-07,0.000167343244429,3.13E-05,4.13E-05,4.27E-05,2.78E-08,5.98E-05,7.16E-06,8.85E-06,1.76E-06,8.13E-08,1.96E-05,0.200504109341314
693,0.006428942923321,-0.00027763140057,5.44E-08,0.006706513420745,2.56E-07,0.000141559354433,0.00014218400586,0.000141553440352,2.59E-06,9.79E-08,0.006754055854854,-0.000111748174251,0.006724466022749,0.000111171902174,0.006754055833141,6.17E-05,0.006692328629676,0.006692327765779,0.000263137721633,1.48E-08,2.27E-07,6.84E-05,0,0.014318975431336,0.000988733957987,0.006706513411961,0.006421359178476,0.000284555681266,0.006278354261527,5.31E-08,6.52E-09,4.60E-08,1.58E-07,9.38E-07,6.74E-07,0,5.52E-09,0,5.66E-09,5.99E-07,8.21E-07,8.18E-07,6.25E-07,1.79E-05,0,5.91E-09,1.27E-09,0.006428942923321
694,0.200495125113197,0.170182037081767,0.002625417364513,0.027629332556574,0.177233729538985,0.009132286240205,0.009167590029719,0.00895377605377,0.005512348270796,0.177233409199367,0.376764833555321,0.177231121212735,0.013312173785515,1.57E-06,0.376764776566622,0.000549397405339,0.376200945575072,0.376198232815519,0.000983745200338,0.017078182316435,0.157445015213212,0.210029361945158,0.000177976737885,0.0086824726671,0.003922273796281,0.027629295766865,0.009484137937675,0.018125350529578,0.000247842052376,0.002614656254669,5.83E-05,9.67E-06,3.20E-07,9.50E-07,7.21E-07,5.70E-08,1.44E-05,2.71E-06,1.82E-05,1.98E-05,6.87E-05,3.98E-06,3.53E-05,1.48E-06,3.68E-08,5.33E-07,1.08E-05,0.200495125113197
698,0.155064044755585,0.086775756582983,0.012437895113828,0.055802111097309,0.116849577738184,0.01510524655238,0.015106039692137,0.015105146588671,6.41E-05,0.116720145906437,0.248479688867753,0.116629108104079,2.57E-05,9.02E-05,0.248479679933628,0.002697169643551,0.245780102899598,0.245780098192857,0.002215859555123,0.088499339489675,8.47E-07,0.097922668800846,0,0.061734247235824,0.002372264208563,0.055801846446781,0.02557217326535,0.030221666877336,0.010448951897504,0.012434389696034,4.83E-05,8.33E-06,0.000129431831747,1.20E-06,8.64E-07,8.93E-09,2.41E-06,4.71E-09,7.44E-09,8.01E-06,1.72E-05,1.05E-05,7.93E-07,2.09E-05,2.65E-07,1.00E-07,3.51E-06,0.155064044755585
699,0.200299095180064,0.141043234243639,0.009308187799499,0.049882185361803,0.122639895258663,-0.003170105440997,-0.003164873555886,-0.003180323734094,0.006020808109868,0.122554084664489,0.24126567377188,0.12128440302439,0.00062147814876,0.001251791053129,0.241265651302152,0.000208444246654,0.241057083612156,0.241057060419382,0.000137492726784,0.040481676129148,0.000138286504025,0.204540795020981,3.81E-07,2.25E-08,0.003483225039014,0.049872185934058,0.056213650146404,-0.006342984590587,0.059372451737485,0.009297584145793,6.55E-05,1.13E-05,8.58E-05,1.92E-05,1.79E-05,2.25E-08,1.23E-07,2.32E-08,1.29E-07,1.56E-06,6.04E-06,2.20E-06,5.23E-06,4.74E-07,1.00E-05,9.84E-06,1.06E-05,0.200299095180063
700,0.009971622025354,0.002460025838343,5.36E-05,0.007452792206517,0.001862800585703,0.000380866307888,0.000411033171044,0.000380865412362,0.000679026761699,0.001862800207972,0.010441682910501,2.77E-05,0.008140181683402,0.001835056885863,0.010441680927913,5.32E-08,0.010441625328407,0.010441624925796,3.67E-05,1.01E-06,0.000432333713533,0.003988023125196,0,0.202436311914741,0.188286055039299,0.007452757916059,0.006658357737385,0.00079336508567,0.006247053870406,5.25E-05,5.24E-06,9.03E-07,0,7.18E-09,6.74E-08,1.98E-09,2.42E-09,0,2.65E-09,1.04E-06,2.71E-07,1.46E-06,3.02E-05,1.02E-05,3.43E-08,0,1.03E-06,0.009971622025354
701,0.200494715343307,-0.003830876899993,4.79E-06,0.204320656403402,0.000261583977203,0.002046567189037,0.002051043923661,0.002046565317173,3.88E-08,0.000261583788462,0.315292687227155,0.000234258430421,0.31274582488387,2.73E-05,0.315292686483811,0.017744112154814,0.297548374525448,0.29754833697628,0.000206560492339,0.09675736741488,8.94E-05,0.503711378518197,0,0.009690258589038,8.78E-06,0.20428749628642,0.200188571069159,0.004098375813566,0.198137414885606,4.76E-06,1.48E-07,5.94E-07,0,2.19E-08,1.69E-08,0,2.00E-07,3.75E-08,2.50E-07,5.56E-07,1.09E-07,7.63E-07,4.48E-06,5.42E-05,3.32E-05,1.87E-09,2.90E-08,0.200494715343307
704,0.200500452717253,0.161995918197571,9.15E-05,0.038383402504574,0.164131086957213,0.002292286571802,0.002295798508796,0.002080391618731,0.001116197709144,0.164130945337572,0.330807272360616,0.164130738552447,0.000461783986336,1.20E-07,0.330807250639802,0.000889327280647,0.329912068921164,0.329910981441115,0.000596771135558,0.005216648995622,0.123377966266044,0.251080344395508,0.000211824150743,0.43587424192911,0.485486478302897,0.03828994006089,0.033909343416508,0.004378867364492,0.031613417930475,8.56E-05,2.97E-05,5.11E-06,1.42E-07,9.91E-08,8.66E-08,2.17E-08,5.85E-06,1.09E-06,7.32E-06,1.84E-06,1.26E-07,2.57E-06,3.51E-06,9.09E-05,9.35E-05,7.08E-08,5.82E-06,0.200500452717253
706,0.200497011532358,-0.034550750221513,0.017861221876036,0.217139743853268,0.109948553612439,0.07233042471864,0.072330522459504,0.072330305279285,7.66E-05,0.109944817990559,0.381793793965955,0.108530841215712,0.090988243253162,0.001412432281571,0.381793746870371,0.029996099772581,0.351784965670713,0.351782864161838,0.009684264665247,0.029084536704973,0.112502796962684,0.900195149406229,1.13E-07,0,0.599026010470335,0.217128608144675,0.072331099562546,0.144741897524934,5.76E-07,0.017855258305355,4.68E-05,8.22E-06,3.74E-06,5.12E-07,1.54E-06,4.71E-08,1.27E-05,2.10E-06,1.41E-05,5.70E-05,0,7.97E-05,9.77E-08,3.80E-07,1.11E-05,6.14E-09,5.96E-06,0.200497011532359
707,0.18270433986456,0.066512006489486,0.000360377161968,0.115714786746096,0.107918360596885,0.046164381274485,0.046170086928206,0.02051110243372,0.012627116518544,0.107894257921198,0.218088484780809,0.089669546641774,1.60E-05,0.018213636686507,0.218088484273151,1.07E-07,0.218088324003014,0.218088314562158,1.08E-05,2.89E-07,0.009722873174314,0.183027560800315,0.025650032474943,0,0.000297973913645,0.115708777788461,0.049021065675567,0.066686070251444,0.002840769549663,0.000337679001732,0.00011716946701,1.49E-05,2.41E-05,8.13E-06,1.11E-05,0,5.31E-08,9.44E-09,2.43E-08,2.72E-06,1.02E-05,3.81E-06,5.71E-06,1.51E-06,6.01E-06,3.25E-06,2.27E-05,0.18270433986456
708,0.171542845526414,0.147906101194837,0.021796646907773,0.001792812712284,0.13008124557203,0.000586516280733,0.000596438607162,0.000586083207034,0.009494687151834,0.129733019625932,0.236702565686746,0.106127149105875,0.000246724950567,0.023007257194396,0.236702502521415,0.001196355956044,0.235489675316796,0.235486600975058,0.000658858109566,0.063284892881207,0,0.172451386174961,3.28E-09,0,3.03E-06,0.001792812188292,0.000608603704468,0.001183198097808,8.07E-06,0.02179569142733,4.73E-05,8.08E-06,0.000348225946099,3.34E-07,0.000598613325661,6.32E-08,1.65E-05,3.07E-06,0,1.02E-06,4.09E-06,6.76E-07,9.92E-06,7.09E-08,0,4.30E-07,9.55E-07,0.171542845526414
710,0.012638619320373,0.000399862786817,6.57E-06,0.012232053993966,1.64E-05,2.04E-05,2.05E-05,2.04E-05,0.000212189991895,1.64E-05,0.01263907062086,-5.13E-05,0.01265356944763,6.76E-05,0.012639070619087,3.28E-08,0.012639037430022,0.01263903740598,2.99E-07,0,1.18E-07,6.28E-05,0,0.028254919332875,0.003058681972729,0.012232053181447,0.012188711307626,4.25E-05,0.012164300247536,6.55E-06,1.28E-07,2.21E-08,0,5.54E-08,3.99E-08,0,0,0,0,1.00E-06,3.91E-06,1.40E-06,4.11E-08,3.35E-05,0,0,2.51E-08,0.012638619320373
714,0.008986631875078,-0.016804416123062,9.21E-06,0.025781088897218,4.56E-07,0.008468382125409,0.008477638205901,0.008468381402225,6.58E-05,3.39E-07,0.009345769828721,-9.85E-05,0.000967131250941,9.83E-05,0.009345769732316,5.54E-05,0.009290350972546,0.009290350958177,0.000293816125006,9.89E-06,9.42E-09,0.01034570698708,0,5.32E-06,0.000106005632497,0.025770158588417,0.008774789362236,0.016975725664284,0.000296934494074,9.06E-06,7.52E-07,2.22E-07,1.17E-07,8.07E-07,5.80E-07,0,0,0,0,2.06E-05,2.17E-07,2.88E-05,9.26E-06,2.56E-06,1.09E-05,0,1.47E-07,0.008986631875078
718,0.200503960039696,0.193545126320824,0.001255030023735,0.005620687211943,0.16222545420448,-0.000559041421976,-0.000556057456194,-0.025258799464713,0.002744699764458,0.16212059909039,0.301587865370476,0.162097418492949,0.002643901424124,5.36E-07,0.301587856012462,0.002714403960489,0.298870931303237,0.298870457410809,0.00054830061709,0.037464567813872,0.035655832410926,0.207497896748157,0.024694629306803,0.000175444805784,0.003990688443043,0.00553832811521,0.03135164619759,-0.025810769874204,0.031891295275613,0.001255027432168,8.31E-05,1.24E-05,0.000104855114088,1.82E-05,2.26E-05,9.36E-09,2.52E-06,4.74E-07,3.17E-06,2.77E-06,1.11E-05,4.08E-06,2.98E-06,1.35E-05,8.24E-05,5.13E-06,2.59E-09,0.200503960039696
722,0.172915054109221,0.169114562533442,4.34E-06,0.003774676866701,0.170736631903465,0.000830230107648,0.000891852226195,0.00082845162739,1.65E-05,0.170736540411731,0.342567479267742,0.170711875822042,0.00022904440274,2.46E-05,0.342567410836941,0.013809679515986,0.328739784616528,0.328736446996361,0.016489200743861,0.139037884923926,0.00029346951894,0.188304647734834,8.17E-07,0.001602110644701,0.000351995401844,0.003774417515871,0.002025365436827,0.00172032908553,0.001017195873197,1.34E-07,2.15E-05,3.70E-06,9.15E-08,5.51E-08,1.14E-07,6.84E-08,1.79E-05,3.34E-06,2.11E-08,2.90E-05,0.000116029849224,2.52E-08,6.16E-05,7.85E-05,2.59E-07,9.62E-07,4.21E-06,0.172915054109221
726,0.046428292246595,0.000836896770786,0.000118186647478,0.045465288646624,7.97E-06,-0.000110958949741,-0.000107274920975,-0.000110966353923,0.000302815221054,7.97E-06,0.046432165137737,7.71E-06,0.046523764850567,2.63E-07,0.046432160704768,7.82E-08,0.046431122569212,0.046431122552125,1.40E-06,1.43E-06,2.69E-09,0.172617634973609,0,0.000177484276406,0.079872899174745,0.045456050785902,0.045674262971347,-0.000218222953701,0.045781506852535,0.000116634478549,7.92E-06,1.37E-06,0,0,1.38E-09,4.43E-09,9.60E-07,0,0,1.27E-08,2.94E-08,1.80E-08,3.68E-06,3.12E-05,9.24E-06,7.40E-09,1.55E-06,0.046428292246595
727,0.033327442366939,0.021910093130004,2.39E-05,0.011384721338063,0.021637467183795,8.06E-06,0.003508326368857,8.06E-06,0.000143616360352,0.02123068970965,0.051783187281101,0.021226739540376,0.005817431813742,3.94E-06,0.051783187238171,5.84E-06,0.051777338827305,0.051777338738744,1.17E-05,0.018411588079742,2.66E-05,0.001511101740649,0,0.038680560953718,0.001039445722182,0.011384626459365,0.007817444734469,0.003546346133901,0.004224376355689,2.22E-05,8.74E-06,1.51E-06,0.000406777474145,0,6.86E-09,0,1.12E-08,0,0,2.12E-05,8.47E-05,2.97E-05,0.003500269229789,4.35E-06,9.49E-08,0,1.71E-06,0.033327442366939
734,0.022841661123814,0.022449324168995,0.000120587859166,0.000194044010622,0.021948707734754,-0.00021858493603,-0.000158276351697,-0.000218594284678,2.50E-05,0.02187378490564,0.04363015666419,0.021868280329358,4.64E-05,5.29E-06,0.043630154301393,1.56E-06,0.043627948633712,0.043627828554714,0.000183481642451,0.018877882814456,0.001723995363444,0.001370950601381,0,0.021737668794408,0.000131370128752,0.000193788260432,0.000570487036018,-0.000376749805112,0.000728545220838,0.000105358449356,7.77E-05,1.34E-05,7.49E-05,0,2.16E-07,2.38E-09,6.42E-07,1.20E-07,8.08E-07,5.40E-08,2.15E-07,1.21E-07,6.03E-05,9.43E-05,2.56E-07,9.26E-09,1.52E-05,0.022841661123814
738,0.018128548033517,0.017218909651165,0.000522063991679,0.00034381085195,0.017372018089402,8.15E-05,0.000129247791486,8.15E-05,1.18E-06,0.017310014028272,0.034878285508097,0.017308578348405,0.000130452513986,1.43E-06,0.034878285479017,1.91E-05,0.034859190103464,0.034859189032574,0.003298092356508,0.012040252665506,0.001392289058159,0.021611252781845,0,7.95E-06,6.47E-05,0.000343195810832,0.000132251513968,0.00021086447266,2.67E-06,0.000516712891434,4.38E-05,7.55E-06,6.20E-05,0,2.97E-09,0,7.30E-09,1.07E-09,6.92E-09,8.20E-08,3.28E-07,1.14E-07,4.77E-05,2.63E-06,6.15E-07,6.23E-09,5.35E-06,0.018128548033517
741,0.00537314335113,0.000684011838733,6.17E-06,0.004681104117741,0.000663629545812,2.75E-06,0.002274484423303,2.70E-06,1.28E-05,0.000663554420571,0.006032876482567,0.000658070488972,0.002436812280421,5.44E-06,0.006032876462295,1.36E-07,0.006032739466308,0.006032739351521,0.000659521141817,6.78E-08,7.01E-09,0.009443636893967,0,6.40E-06,0.000987233625749,0.004675526038466,0.002398890459224,0.002277190904999,0.000113548264303,5.81E-06,1.86E-06,2.60E-07,7.51E-08,0,4.43E-08,0,0,0,0,2.06E-06,8.24E-06,5.18E-09,0.002271738042145,6.67E-06,5.58E-06,4.51E-08,3.64E-07,0.005373143351131
748,0.164374464214786,0.15540910071059,0.001514199804562,0.006868239433287,0.098490337587433,-0.000296085958901,-0.000295805568176,-0.056521912765818,1.05E-07,0.098490076317221,0.298037516212237,0.098434584101535,0.157635321966112,5.49E-05,0.298032213805917,0.021692053778682,0.275007464079112,0.274757003465883,0.014185665333767,0.025538438326806,0.012754240900191,0.311015453361064,0.056221904927063,0.026671903835152,0.00155988302864,0.006867188849316,0.063682631648115,-0.05681572770535,0.063978338298667,0.001421393198856,0.000582925014439,0.000100554551483,2.61E-07,8.34E-07,6.00E-07,5.30E-06,0.001332695948419,0.000250460613013,0.001682289763193,2.86E-07,9.79E-08,1.99E-06,2.80E-07,6.80E-05,1.05E-06,3.92E-06,9.28E-05,0.164374464214786
749,0.200498191697256,0.199944647907122,0.000549143266984,2.69E-06,0.19196823699024,-5.97E-05,-5.97E-05,-5.99E-05,0.003928241054253,0.191937033389383,0.379817577467017,0.187472007834201,0.000471552786539,0.004425595771616,0.379817574840891,0.17567981269272,0.204137054547991,0.204136947537852,0.000470781959057,0.002324465331214,0.00084278685055,0.201455754261861,1.75E-09,0,1.55E-05,2.66E-06,0.000121398064485,-0.000119097351848,0.000181076902411,0.0005488071097,1.72E-06,2.95E-07,3.12E-05,3.12E-06,3.94E-05,2.63E-09,7.08E-07,1.07E-07,7.20E-07,3.59E-07,4.14E-08,5.28E-07,8.42E-09,2.36E-07,2.54E-08,1.75E-07,3.36E-07,0.200498191697256
751,0.032679118932629,-0.022119781541039,1.16E-05,0.054786789534035,0.000235020223137,0.011208706923988,0.011235993317351,0.011208694130629,3.07E-05,0.000234981869405,0.03269808372737,-5.13E-06,0.021232711840383,0.000239921138801,0.032698083691677,1.78E-05,0.032680315649925,0.032680315322771,5.57E-07,4.13E-09,6.35E-07,0.053967644063771,0,0,5.53E-05,0.035121315677069,0.01264178841487,0.022465269813926,0.001405272486429,1.15E-05,4.90E-07,1.29E-06,3.84E-08,4.64E-07,1.87E-07,0,7.22E-09,0,0,1.45E-05,5.22E-07,2.03E-05,2.73E-05,8.45E-09,0.019665473856966,1.28E-08,9.59E-08,0.032679118932629
755,0.140698620085755,0.130553430355114,0.000226823037053,0.009820283021571,0.134160111962406,0.001824975315677,0.003861918097752,0.001824955030092,1.32E-05,0.134160064898118,0.264565091874672,0.12642385472184,0.000119359351377,0.00773436964966,0.264565087700578,0.00074772929767,0.263816238330514,0.263816236309385,1.19E-08,2.03E-06,0.123115558163877,0.13974107089203,0,0.001077554289902,5.11E-06,0.00982027849006,0.004121955912733,0.005694042160399,0.000238825676949,0.000207602260261,9.81E-05,1.69E-05,4.71E-08,8.49E-08,1.84E-06,4.17E-09,1.12E-06,2.02E-09,1.16E-08,5.11E-06,2.04E-05,7.13E-06,0.002036942782075,4.47E-06,4.53E-09,2.03E-08,1.92E-05,0.140698620085755
756,0.020994465044956,0.000590344311712,0.017135175122897,0.003256936193912,0.000580529165153,1.22E-06,1.87E-06,1.22E-06,5.09E-06,0.000580511224816,0.023231165082505,0.000578132212768,0.02207067756977,2.36E-06,0.023231164871479,2.11E-07,0.023230902134514,0.023230892446262,0.002069380735251,0.0001664983607,5.12E-07,0.055306520853781,0,0.304956322509004,0.31521269728823,0.00325594064634,0.003219353788456,2.26E-05,0.003217485463765,0.017132821398028,1.20E-05,2.07E-06,1.79E-08,2.22E-08,1.61E-08,0,5.15E-08,9.69E-09,3.67E-08,1.40E-05,0,1.95E-05,6.51E-07,8.44E-05,9.96E-07,1.40E-09,2.35E-06,0.020994465044956
759,0.007926443633829,-0.001973758709669,8.13E-05,0.009809738384842,0.004528148441123,0.003263641215798,0.00326382159585,0.003262138737682,1.11E-05,0.004499437282553,0.01460106074978,-0.184907678247233,0.191759619663223,0.189398035951135,0.014596346646647,0.001238071939624,0.01335679447489,0.01335678585829,3.36E-07,0.000120648308083,0.005309299906906,0.11940245878828,0,0.004416773264183,0.266525156527218,0.009800810708485,0.003272370917607,0.006532119077246,7.13E-06,8.12E-05,9.15E-06,1.58E-06,2.87E-05,1.26E-05,9.08E-06,4.71E-06,1.48E-06,8.62E-09,5.79E-08,1.03E-06,1.41E-06,1.45E-06,1.80E-07,0.342392323816147,8.93E-06,1.50E-06,8.40E-08,0.007926443633829
762,0.198313106843976,0.004223802086987,0.013148782743894,0.180565199419832,0.115006395397083,0.056372004054028,0.056376035706587,0.056363948979269,0.000971097774598,0.115005396627688,0.32810473111472,0.114992206743177,0.041740313800958,1.22E-05,0.328104703945663,0.000895777022984,0.327205220085479,0.327204959106543,0.128306538500761,0.000473945734276,0.00010211319597,0.002190255839615,7.77E-06,0.366672763864955,0.000552012376228,0.172132915633448,0.059379581184497,0.112746735849224,0.002977405038177,0.013146562210976,0.000375322593262,1.12E-05,9.99E-07,1.17E-06,1.01E-06,2.72E-08,3.71E-06,2.61E-07,1.48E-06,6.65E-06,2.61E-05,6.75E-06,4.03E-06,4.90E-05,0.008432283786384,2.82E-07,2.22E-06,0.198313106843976
765,0.003169658854699,2.27E-05,1.62E-06,0.003143472049002,8.50E-09,-2.69E-08,9.69E-08,-2.73E-08,1.11E-05,8.50E-09,0.003199901291239,-1.55E-08,0.003199811949577,2.39E-08,0.00319990107552,2.71E-05,0.00317278925757,0.003172789226849,1.85E-08,9.68E-07,2.14E-06,1.32E-05,0,0.165927597936089,0.159667772196417,0.00314340091165,0.003143323556243,7.42E-08,0.003143223867625,1.25E-06,1.91E-06,3.29E-07,0,0,0,0,5.74E-08,0,0,3.28E-09,2.77E-09,4.59E-09,1.24E-07,9.65E-05,7.11E-08,0,3.74E-07,0.003169658854699
767,0.200501038112054,0.112579058285654,0.081870506787455,0.006017383539758,0.111741463383464,0.001339875107329,0.001341751677729,0.001277420140333,0.001724505254964,0.111735045189795,0.223616699029702,0.110598166467206,9.88E-06,0.001132588187717,0.223616535923147,4.70E-05,0.2235690264549,0.223568935280332,0.022906814931017,3.48E-05,6.51E-05,0.223411708156924,6.06E-05,4.47E-06,2.84E-06,0.005973263113898,0.003351201870461,0.002620934859229,0.002004251519411,0.08186384154079,3.41E-05,5.88E-06,6.42E-06,5.69E-06,4.29E-06,1.63E-07,4.90E-07,9.12E-08,6.14E-07,1.27E-06,5.06E-06,1.76E-06,1.88E-06,4.39E-06,4.41E-05,1.90E-06,6.67E-06,0.200501038112054
770,0.196311208666647,0.188664045549906,0.000132357183263,0.007410675987717,0.191581056313241,0.002211171225769,0.002214648050259,0.002176760286386,0.00072889753857,0.191488192164068,0.385111315401504,0.19146205778723,2.62E-06,9.08E-06,0.385110649059305,5.64E-05,0.385047771559825,0.385047018884468,0.000357521796425,0.133242724139463,0.055107170263484,0.007022135930352,2.84E-05,0.189843899742522,0.000209062050207,0.007410666595691,0.003011146145415,0.004396140359544,0.000783156431301,0.000111954792832,0.000104129945762,1.31E-05,9.29E-05,2.18E-05,1.71E-05,6.66E-07,6.45E-06,7.53E-07,3.05E-08,3.38E-06,1.33E-05,4.73E-06,3.48E-06,1.44E-05,9.39E-09,6.05E-06,2.04E-05,0.196311208666647
771,0.146685266351922,-0.03878506014371,0.015328274684269,0.169592773342509,0.064708880731371,0.051800969038334,0.052096286899391,0.051795472881194,3.88E-06,0.064708608253379,0.183525200512827,0.064526538166742,0.002199592215588,0.000179156281614,0.183522250878456,0.026595936176965,0.156133863035937,0.15598488285918,0.006511469147868,0.000529061632191,0.001253369420529,0.017098875800252,4.53E-06,0.153149904884264,0.015048321400949,0.169516025220684,0.065601596888041,0.103903060530863,0.01349814299229,0.01522104944386,0.000549278459553,9.48E-05,2.72E-07,3.29E-07,2.91E-06,2.95E-06,0.000792451664706,0.000148980177608,0.001001181766477,1.14E-05,7.17E-06,1.13E-05,0.000295317861003,0.000195868431811,7.67E-05,9.62E-07,0.00010722524041,0.146685266351921
773,0.006024892195673,0.000116885926398,2.37E-07,0.005907075873057,5.21E-05,1.05E-05,0.002807628408413,1.03E-05,4.28E-05,5.21E-05,0.006109056523705,5.21E-05,0.003197447321312,1.12E-09,0.006109056508907,6.90E-05,0.006040009487386,0.006040008782328,3.45E-07,1.13E-05,3.46E-06,0.109117362885404,0,0,0.099897657456922,0.005899425161822,0.003081252820345,0.002818009527124,0.000273036943337,1.01E-07,6.93E-07,1.20E-07,9.07E-09,0,0,0,3.75E-09,0,4.67E-09,1.63E-07,5.87E-07,4.82E-08,0.002797138230905,2.98E-06,7.65E-06,1.57E-07,1.36E-07,0.006024892195673
774,0.06330679708395,-0.110952523860761,8.20E-07,0.174258131147384,0.000744541595781,0.057526797412875,0.058233018465091,0.05752678820949,0.001678226495924,0.000716028209499,0.205834724113018,0.00067784378508,0.146220435576231,2.91E-05,0.205834651254901,0.02513617839732,0.180678842887239,0.18067664127919,0.001437220896372,0.115072695725428,0.000848405699348,0.000107916817872,0,0.005046018980744,0.006034402573525,0.174248969844028,0.058382522085046,0.115821703533325,2.56E-05,7.47E-07,3.70E-07,6.72E-08,2.85E-05,1.26E-05,9.06E-06,7.29E-08,1.96E-05,2.20E-06,1.15E-05,4.47E-05,0.000123921652607,6.19E-05,0.000706221052215,0.211844920331462,9.16E-06,9.20E-09,7.25E-08,0.06330679708395
775,0.200451347633487,-0.000333139764508,9.21E-07,0.200780680018886,0.123187679111881,0.06236805839903,0.062389376134141,0.061208644829382,2.23E-05,0.123182316648679,0.319108915079192,0.123086898524293,0.011613879144125,9.03E-05,0.319108818374001,0.000128637081384,0.318980083023755,0.318980064601583,0.113062671522258,3.95E-05,0.004274726258462,0.024081119937406,0.001151700874013,0.327736177340051,0.026866355263801,0.186085192972867,0.06246759797111,0.123599005243913,2.95E-06,3.56E-07,2.89E-06,1.13E-05,5.36E-06,4.14E-06,5.14E-06,9.67E-08,9.83E-08,1.84E-08,1.04E-07,1.88E-05,7.50E-05,9.82E-07,2.13E-05,0.000176956286214,0.014695487046019,7.71E-06,5.65E-07,0.200451347633488
778,0.200494101919501,0.19392072689695,0.006336703354476,0.00021644722257,0.191588568349004,-0.00041434248661,-0.000388388408866,-0.001907480680259,3.43E-06,0.191535207965081,0.380123026431796,0.190435336310971,4.10E-05,0.001069496540472,0.380123021085039,5.55E-05,0.380066044868719,0.380065877785124,0.052266704829531,0.125657918616848,0.000207832654754,0.096141752812922,0.001438315169157,0.156720898862203,0.00011282452391,0.000204401675702,0.002500221324571,-0.002295824209177,0.002888466685504,0.006333101448505,2.02E-05,3.48E-06,5.34E-05,7.00E-06,3.04E-05,5.35E-09,1.44E-06,1.67E-07,1.00E-06,2.97E-08,1.18E-07,4.44E-08,2.60E-05,5.20E-05,1.20E-05,5.48E-05,3.60E-06,0.200494101919501
779,0.200473138999705,-0.041043445672988,0.009742073920024,0.231711113263972,0.101118427225663,0.074132933275942,0.074280490227677,0.074132926192159,0.003046520983874,0.100789587348807,0.248401547432589,0.072740116258307,0.000591382008363,0.000543635466104,0.248401544636125,0.00328310031616,0.245117893395216,0.245117789850467,0.008362031443048,0.035506459187577,0.000775478309518,0.007651625772595,0,0.201733788598502,1.77E-05,0.231710426075373,0.083293723544093,0.148416769650562,0.008999687662175,0.009729714967891,6.34E-05,1.09E-05,0.000328839876855,2.13E-08,0.027505835624396,2.80E-09,5.51E-07,1.04E-07,6.82E-07,2.70E-06,1.08E-05,3.33E-06,0.000147556951736,5.88E-05,6.87E-07,7.08E-09,1.24E-05,0.200473138999705
781,0.200423867479999,0.200249134032594,0.000128263540227,3.26E-05,0.199705143010467,-1.86E-05,-1.86E-05,-2.67E-05,0.000248153944857,0.199591047966864,0.399036991556137,0.199443610441102,2.91E-05,0.00014732623707,0.399036988738294,0.000369767351762,0.398666509409787,0.398666482058697,5.28E-05,0.003593870900087,0.194587841453348,0.452655852032344,7.88E-06,1.42E-09,0.252150400554219,3.26E-05,7.79E-05,-4.53E-05,9.64E-05,0.000127105119223,1.39E-05,2.39E-06,0.000114095043603,8.17E-08,1.11E-07,2.82E-09,7.12E-07,2.74E-08,1.82E-07,0,0,0,2.57E-08,3.19E-07,0,1.85E-07,1.16E-06,0.200423867479999
